type;price;bedroomCount;sqmeter2;district
APARTMENT;288000;2;95.0;Brussels
APARTMENT;2000000;0;430.0;Brussels
APARTMENT;430000;1;64.0;Brussels
APARTMENT;849000;2;131.0;Brussels
HOUSE;499000;4;166.0;Brussels
HOUSE;499000;3;160.0;Brussels
HOUSE;500000;5;173.0;Brussels
HOUSE;519000;4;210.0;Brussels
HOUSE;520000;4;180.0;Brussels
HOUSE;539000;3;650.0;Brussels
HOUSE;605000;4;140.0;Brussels
HOUSE;650000;5;209.0;Brussels
HOUSE;1850000;0;;Brussels
HOUSE;4990000;22;;Brussels
APARTMENT;335000;2;91.0;Brussels
HOUSE;489000;4;150.0;Brussels
APARTMENT;219000;2;90.0;Brussels
HOUSE;690000;3;250.0;Brussels
APARTMENT;249000;2;95.0;Brussels
APARTMENT;145000;1;;Brussels
APARTMENT;169000;1;76.0;Brussels
APARTMENT;179500;2;94.0;Brussels
APARTMENT;195000;1;46.0;Brussels
APARTMENT;199500;2;;Brussels
APARTMENT;235000;1;53.0;Brussels
APARTMENT;299000;5;158.0;Brussels
APARTMENT;395000;4;180.0;Brussels
APARTMENT;695000;2;;Brussels
APARTMENT;895000;3;220.0;Brussels
APARTMENT;999000;4;337.0;Brussels
APARTMENT;275000;2;96.0;Brussels
APARTMENT;295000;3;114.0;Brussels
APARTMENT;1990000;3;241.0;Brussels
APARTMENT;295000;2;81.0;Brussels
HOUSE;489000;4;138.0;Brussels
HOUSE;685000;5;250.0;Brussels
HOUSE;699000;6;285.0;Brussels
HOUSE;930000;7;375.0;Brussels
HOUSE;930000;7;375.0;Brussels
APARTMENT;249000;4;162.0;Brussels
APARTMENT;375000;1;100.0;Brussels
HOUSE;439000;5;161.0;Brussels
APARTMENT;259000;2;104.0;Brussels
HOUSE;415000;3;;Brussels
APARTMENT;395000;2;89.0;Brussels
APARTMENT;219000;1;65.0;Brussels
APARTMENT;175000;1;40.0;Brussels
APARTMENT;175000;1;40.0;Brussels
APARTMENT;219000;1;75.0;Brussels
APARTMENT;230000;1;35.0;Brussels
APARTMENT;240000;2;;Brussels
APARTMENT;249000;2;62.0;Brussels
APARTMENT;259000;2;62.0;Brussels
APARTMENT;265000;2;80.0;Brussels
APARTMENT;265000;2;90.0;Brussels
APARTMENT;275000;1;64.0;Brussels
APARTMENT;290000;2;85.0;Brussels
APARTMENT;299500;1;64.0;Brussels
APARTMENT;325000;3;123.0;Brussels
APARTMENT;370000;3;142.0;Brussels
APARTMENT;395000;3;;Brussels
APARTMENT;475000;2;100.0;Brussels
APARTMENT;480000;2;112.0;Brussels
APARTMENT;1150000;3;491.0;Brussels
HOUSE;735000;4;170.0;Brussels
APARTMENT;219000;2;84.0;Brussels
HOUSE;299000;2;120.0;Brussels
HOUSE;365000;3;173.0;Brussels
HOUSE;379000;3;135.0;Brussels
HOUSE;415000;0;107.0;Brussels
HOUSE;495000;4;210.0;Brussels
HOUSE;749000;4;240.0;Brussels
HOUSE;900000;2;275.0;Brussels
HOUSE;2950000;6;600.0;Brussels
APARTMENT;315000;2;;Brussels
APARTMENT;215000;2;76.0;Brussels
APARTMENT;175000;1;37.0;Brussels
HOUSE;465000;4;141.0;Brussels
APARTMENT;180000;0;35.0;Brussels
HOUSE;589000;4;180.0;Brussels
HOUSE;449000;6;392.0;Brussels
APARTMENT;149500;1;61.0;Brussels
APARTMENT;180000;1;32.0;Brussels
APARTMENT;180000;2;70.0;Brussels
APARTMENT;209000;2;90.0;Brussels
APARTMENT;220000;1;53.0;Brussels
APARTMENT;225000;2;75.0;Brussels
APARTMENT;225000;2;67.0;Brussels
APARTMENT;237000;1;88.0;Brussels
APARTMENT;239000;2;80.0;Brussels
APARTMENT;240000;2;75.0;Brussels
APARTMENT;249000;3;89.0;Brussels
APARTMENT;259000;2;85.0;Brussels
APARTMENT;299000;2;88.0;Brussels
APARTMENT;319000;2;98.0;Brussels
APARTMENT;399000;2;128.0;Brussels
APARTMENT;399000;3;125.0;Brussels
APARTMENT;475000;2;73.0;Brussels
APARTMENT;179000;2;70.0;Brussels
HOUSE;350000;7;235.0;Brussels
HOUSE;350000;3;235.0;Brussels
HOUSE;495000;4;222.0;Brussels
HOUSE;495000;6;;Brussels
HOUSE;595000;0;;Brussels
HOUSE;835000;5;380.0;Brussels
HOUSE;970000;4;570.0;Brussels
HOUSE;4000000;30;;Brussels
APARTMENT;289000;2;;Brussels
HOUSE;4800000;12;2438.0;Brussels
APARTMENT;169000;1;40.0;Brussels
APARTMENT;185000;1;;Brussels
APARTMENT;199000;1;63.0;Brussels
APARTMENT;199000;1;60.0;Brussels
APARTMENT;200000;1;60.0;Brussels
APARTMENT;209000;1;58.0;Brussels
APARTMENT;215000;1;72.0;Brussels
APARTMENT;219000;2;78.0;Brussels
APARTMENT;219000;2;80.0;Brussels
APARTMENT;220000;1;64.0;Brussels
APARTMENT;225000;2;78.0;Brussels
APARTMENT;229000;2;80.0;Brussels
APARTMENT;249000;2;75.0;Brussels
APARTMENT;249000;2;89.0;Brussels
APARTMENT;255000;2;85.0;Brussels
APARTMENT;295000;1;70.0;Brussels
APARTMENT;315000;1;98.0;Brussels
APARTMENT;320000;2;90.0;Brussels
APARTMENT;325000;3;115.0;Brussels
APARTMENT;325000;2;90.0;Brussels
APARTMENT;345000;3;121.0;Brussels
APARTMENT;390000;2;104.0;Brussels
APARTMENT;449000;3;168.0;Brussels
APARTMENT;450000;4;135.0;Brussels
APARTMENT;486000;2;142.0;Brussels
APARTMENT;560000;2;;Brussels
APARTMENT;625000;4;130.0;Brussels
APARTMENT;650000;3;180.0;Brussels
HOUSE;339000;0;140.0;Brussels
HOUSE;370000;0;;Brussels
HOUSE;385000;6;230.0;Brussels
HOUSE;439000;4;200.0;Brussels
HOUSE;439000;4;200.0;Brussels
HOUSE;440000;3;;Brussels
HOUSE;550000;4;;Brussels
HOUSE;565000;5;300.0;Brussels
HOUSE;595000;3;175.0;Brussels
HOUSE;675000;5;400.0;Brussels
HOUSE;1350000;6;368.0;Brussels
HOUSE;2750000;6;650.0;Brussels
APARTMENT;250000;2;128.0;Brussels
APARTMENT;269000;2;80.0;Brussels
HOUSE;395000;5;260.0;Brussels
APARTMENT;129000;1;35.0;Brussels
APARTMENT;159000;1;55.0;Brussels
APARTMENT;165000;1;70.0;Brussels
APARTMENT;200000;1;;Brussels
APARTMENT;215000;1;78.0;Brussels
APARTMENT;249000;1;116.0;Brussels
APARTMENT;269000;4;140.0;Brussels
APARTMENT;269000;2;;Brussels
APARTMENT;299000;2;105.0;Brussels
APARTMENT;330000;2;;Brussels
HOUSE;649000;4;250.0;Brussels
HOUSE;780000;6;250.0;Brussels
HOUSE;2300000;5;427.0;Brussels
HOUSE;3600000;11;655.0;Brussels
APARTMENT;220000;1;;Brussels
APARTMENT;179000;2;92.0;Brussels
HOUSE;490000;0;;Brussels
APARTMENT;279000;2;79.0;Brussels
HOUSE;279000;4;128.0;Brussels
HOUSE;335000;5;208.0;Brussels
HOUSE;400000;3;210.0;Brussels
HOUSE;495000;4;195.0;Brussels
HOUSE;950000;4;;Brussels
HOUSE;975000;5;242.0;Brussels
HOUSE;990000;7;390.0;Brussels
HOUSE;990000;7;390.0;Brussels
HOUSE;1550000;8;580.0;Brussels
APARTMENT;139000;1;40.0;Brussels
APARTMENT;155000;1;40.0;Brussels
APARTMENT;160000;0;30.0;Brussels
APARTMENT;169500;2;89.0;Brussels
APARTMENT;255000;3;;Brussels
APARTMENT;210000;2;95.0;Brussels
HOUSE;2650000;10;900.0;Brussels
APARTMENT;225000;1;64.0;Brussels
HOUSE;2300000;0;;Brussels
HOUSE;349000;3;101.0;Brussels
HOUSE;349000;3;120.0;Brussels
HOUSE;395000;4;180.0;Brussels
HOUSE;395000;2;;Brussels
HOUSE;1080000;15;425.0;Brussels
APARTMENT;149000;0;50.0;Brussels
APARTMENT;150000;2;64.0;Brussels
APARTMENT;175000;1;98.0;Brussels
APARTMENT;180000;1;50.0;Brussels
APARTMENT;215000;1;75.0;Brussels
APARTMENT;220000;2;78.0;Brussels
APARTMENT;229000;1;100.0;Brussels
APARTMENT;229500;3;116.0;Brussels
APARTMENT;250000;4;90.0;Brussels
APARTMENT;255000;1;72.0;Brussels
APARTMENT;255000;1;72.0;Brussels
APARTMENT;285000;2;92.0;Brussels
APARTMENT;345000;2;120.0;Brussels
APARTMENT;367000;2;115.0;Brussels
APARTMENT;1095000;3;165.0;Brussels
APARTMENT;1299000;4;260.0;Brussels
HOUSE;399000;5;170.0;Brussels
HOUSE;359000;4;122.0;Brussels
HOUSE;390000;4;170.0;Brussels
HOUSE;519000;6;205.0;Brussels
HOUSE;550000;3;250.0;Brussels
HOUSE;550000;2;250.0;Brussels
HOUSE;690000;5;;Brussels
HOUSE;2430000;6;383.0;Brussels
APARTMENT;99500;2;72.0;Brussels
APARTMENT;129000;0;30.0;Brussels
APARTMENT;135000;2;84.0;Brussels
APARTMENT;139500;2;82.0;Brussels
APARTMENT;149000;1;60.0;Brussels
APARTMENT;179000;1;59.0;Brussels
APARTMENT;195000;1;;Brussels
APARTMENT;215000;1;61.0;Brussels
APARTMENT;245000;1;61.0;Brussels
APARTMENT;285000;2;71.0;Brussels
APARTMENT;375000;3;94.0;Brussels
HOUSE;740000;25;;Brussels
HOUSE;2050000;5;;Brussels
HOUSE;449000;3;63.0;Brussels
HOUSE;449000;3;165.0;Brussels
HOUSE;589000;4;195.0;Brussels
HOUSE;835000;7;320.0;Brussels
HOUSE;975000;7;650.0;Brussels
APARTMENT;750000;5;249.0;Brussels
APARTMENT;110000;2;1152.0;Brussels
APARTMENT;175000;0;30.0;Brussels
APARTMENT;190000;2;;Brussels
APARTMENT;229000;2;75.0;Brussels
APARTMENT;279000;3;132.0;Brussels
APARTMENT;375000;3;106.0;Brussels
APARTMENT;395000;2;;Brussels
APARTMENT;509000;3;186.0;Brussels
APARTMENT;395000;1;100.0;Brussels
HOUSE;795000;4;227.0;Brussels
APARTMENT;725000;2;130.0;Brussels
APARTMENT;830000;3;164.0;Brussels
APARTMENT;219000;3;100.0;Brussels
HOUSE;599000;8;438.0;Brussels
HOUSE;665000;6;240.0;Brussels
HOUSE;845000;8;490.0;Brussels
HOUSE;960000;0;;Brussels
HOUSE;995000;6;325.0;Brussels
HOUSE;2000000;6;470.0;Brussels
APARTMENT;76000;0;;Brussels
APARTMENT;164000;0;55.0;Brussels
APARTMENT;199000;2;94.0;Brussels
APARTMENT;219000;2;94.0;Brussels
APARTMENT;220000;0;35.0;Brussels
APARTMENT;220000;0;35.0;Brussels
APARTMENT;220000;2;;Brussels
APARTMENT;350000;2;73.0;Brussels
APARTMENT;455000;2;98.0;Brussels
APARTMENT;469000;6;181.0;Brussels
APARTMENT;280000;3;130.0;Brussels
HOUSE;325000;6;274.0;Brussels
HOUSE;325000;4;188.0;Brussels
HOUSE;465000;0;;Brussels
HOUSE;475000;5;275.0;Brussels
HOUSE;925000;10;470.0;Brussels
HOUSE;1395000;8;350.0;Brussels
APARTMENT;142000;0;40.0;Brussels
APARTMENT;159000;1;70.0;Brussels
APARTMENT;200000;1;;Brussels
APARTMENT;209000;2;;Brussels
APARTMENT;230000;1;65.0;Brussels
APARTMENT;235000;2;;Brussels
APARTMENT;260000;2;90.0;Brussels
APARTMENT;270000;2;80.0;Brussels
APARTMENT;299000;2;91.0;Brussels
APARTMENT;349000;3;141.0;Brussels
APARTMENT;129000;0;30.0;Brussels
HOUSE;499000;5;;Brussels
HOUSE;349000;6;176.0;Brussels
HOUSE;415000;6;;Brussels
HOUSE;440000;3;150.0;Brussels
HOUSE;780000;6;;Brussels
HOUSE;3800000;18;;Brussels
APARTMENT;135000;1;35.0;Brussels
APARTMENT;165000;0;40.0;Brussels
APARTMENT;178000;1;;Brussels
APARTMENT;180000;1;63.0;Brussels
APARTMENT;239000;0;60.0;Brussels
APARTMENT;295000;2;;Brussels
HOUSE;370000;4;120.0;Brussels
HOUSE;800000;3;246.0;Brussels
APARTMENT;115000;1;58.0;Brussels
APARTMENT;160000;1;50.0;Brussels
APARTMENT;239000;2;75.0;Brussels
APARTMENT;270000;2;75.0;Brussels
APARTMENT;290000;2;80.0;Brussels
APARTMENT;349000;1;75.0;Brussels
APARTMENT;420000;1;178.0;Brussels
HOUSE;410000;3;150.0;Brussels
HOUSE;890000;5;217.0;Brussels
HOUSE;1090000;0;550.0;Brussels
APARTMENT;339000;1;70.0;Brussels
APARTMENT;199000;2;75.0;Brussels
APARTMENT;159000;1;63.0;Brussels
APARTMENT;160000;2;77.0;Brussels
APARTMENT;169000;2;77.0;Brussels
APARTMENT;215000;2;55.0;Brussels
APARTMENT;230000;2;55.0;Brussels
APARTMENT;245000;2;;Brussels
APARTMENT;250000;2;70.0;Brussels
APARTMENT;295000;1;80.0;Brussels
APARTMENT;335000;2;97.0;Brussels
APARTMENT;450000;2;95.0;Brussels
HOUSE;395000;4;;Brussels
HOUSE;459000;2;85.0;Brussels
HOUSE;549000;6;203.0;Brussels
HOUSE;650000;7;225.0;Brussels
HOUSE;675000;6;80.0;Brussels
HOUSE;825000;7;;Brussels
HOUSE;885000;2;200.0;Brussels
HOUSE;885000;2;200.0;Brussels
APARTMENT;259000;1;90.0;Brussels
APARTMENT;695000;3;150.0;Brussels
APARTMENT;399000;2;115.0;Brussels
APARTMENT;115000;1;58.0;Brussels
APARTMENT;245000;3;100.0;Brussels
APARTMENT;375000;2;101.0;Brussels
APARTMENT;395000;1;70.0;Brussels
HOUSE;420000;0;;Brussels
HOUSE;499000;4;273.0;Brussels
HOUSE;585000;4;;Brussels
HOUSE;589000;4;180.0;Brussels
APARTMENT;259000;2;90.0;Brussels
APARTMENT;178000;0;;Brussels
APARTMENT;90000;1;;Brussels
APARTMENT;225000;2;85.0;Brussels
APARTMENT;320000;3;;Brussels
HOUSE;479000;5;210.0;Brussels
HOUSE;1400000;4;200.0;Brussels
HOUSE;1600000;9;771.0;Brussels
APARTMENT;499995;3;;Brussels
APARTMENT;178000;1;60.0;Brussels
APARTMENT;139000;0;40.0;Brussels
APARTMENT;125000;0;25.0;Brussels
APARTMENT;125000;0;30.0;Brussels
APARTMENT;249000;2;70.0;Brussels
APARTMENT;469000;2;133.0;Brussels
HOUSE;380000;4;165.0;Brussels
HOUSE;390000;7;250.0;Brussels
APARTMENT;129000;0;42.0;Brussels
APARTMENT;129000;1;;Brussels
APARTMENT;175000;1;66.0;Brussels
APARTMENT;179000;1;50.0;Brussels
APARTMENT;195000;1;;Brussels
APARTMENT;269000;2;77.0;Brussels
APARTMENT;875000;3;215.0;Brussels
APARTMENT;895000;5;314.0;Brussels
HOUSE;285000;3;105.0;Brussels
HOUSE;355000;3;;Brussels
HOUSE;495000;4;227.0;Brussels
HOUSE;535000;4;;Brussels
HOUSE;590000;5;190.0;Brussels
HOUSE;649000;6;278.0;Brussels
HOUSE;950000;6;550.0;Brussels
HOUSE;1940000;0;;Brussels
APARTMENT;123995;0;;Brussels
APARTMENT;255000;3;90.0;Brussels
APARTMENT;440000;2;;Brussels
APARTMENT;210000;3;130.0;Brussels
APARTMENT;395000;1;100.0;Brussels
APARTMENT;230000;1;60.0;Brussels
HOUSE;299000;3;130.0;Brussels
HOUSE;350000;3;134.0;Brussels
HOUSE;449000;4;150.0;Brussels
HOUSE;499000;5;220.0;Brussels
HOUSE;749000;10;307.0;Brussels
HOUSE;795000;6;300.0;Brussels
HOUSE;885000;2;200.0;Brussels
HOUSE;885000;2;200.0;Brussels
APARTMENT;175000;1;45.0;Brussels
APARTMENT;189000;0;;Brussels
APARTMENT;190000;2;84.0;Brussels
APARTMENT;195000;1;75.0;Brussels
APARTMENT;249000;3;125.0;Brussels
APARTMENT;250000;2;87.0;Brussels
APARTMENT;250000;1;60.0;Brussels
APARTMENT;260000;2;90.0;Brussels
APARTMENT;265000;4;130.0;Brussels
APARTMENT;309000;2;80.0;Brussels
APARTMENT;319000;3;105.0;Brussels
APARTMENT;445000;2;79.0;Brussels
APARTMENT;695000;3;150.0;Brussels
HOUSE;1095000;6;350.0;Brussels
HOUSE;1875000;13;640.0;Brussels
HOUSE;2000000;16;1936.0;Brussels
APARTMENT;15000;1;;Brussels
APARTMENT;169000;1;60.0;Brussels
APARTMENT;349000;3;140.0;Brussels
APARTMENT;350000;1;76.0;Brussels
APARTMENT;399000;2;115.0;Brussels
APARTMENT;193995;0;;Brussels
HOUSE;680000;5;290.0;Brussels
HOUSE;575000;5;278.0;Brussels
APARTMENT;185000;2;71.0;Brussels
APARTMENT;195000;2;100.0;Brussels
APARTMENT;209000;2;90.0;Brussels
APARTMENT;259000;3;105.0;Brussels
APARTMENT;395000;3;;Brussels
APARTMENT;425000;2;170.0;Brussels
APARTMENT;615000;3;205.0;Brussels
APARTMENT;695000;3;150.0;Brussels
HOUSE;3500000;0;600.0;Brussels
HOUSE;339000;5;;Brussels
HOUSE;895000;5;314.0;Brussels
APARTMENT;83000;1;;Brussels
APARTMENT;199000;1;;Brussels
APARTMENT;239000;3;80.0;Brussels
APARTMENT;249000;2;85.0;Brussels
APARTMENT;265000;2;70.0;Brussels
APARTMENT;380000;1;82.0;Brussels
HOUSE;800000;0;1000.0;Brussels
APARTMENT;399000;2;115.0;Brussels
HOUSE;545000;5;225.0;Brussels
HOUSE;2000000;9;750.0;Brussels
APARTMENT;249000;2;90.0;Brussels
APARTMENT;295000;2;85.0;Brussels
APARTMENT;359000;2;135.0;Brussels
APARTMENT;595000;3;167.0;Brussels
APARTMENT;595000;3;167.0;Brussels
HOUSE;380000;4;208.0;Brussels
HOUSE;3990000;18;2343.0;Brussels
APARTMENT;229000;3;100.0;Brussels
APARTMENT;168000;1;65.0;Brussels
APARTMENT;189000;2;75.0;Brussels
APARTMENT;210000;0;35.0;Brussels
APARTMENT;215000;1;45.0;Brussels
HOUSE;675000;6;234.0;Brussels
APARTMENT;185000;1;64.0;Brussels
HOUSE;430000;4;160.0;Brussels
HOUSE;680000;0;290.0;Brussels
HOUSE;795000;6;330.0;Brussels
APARTMENT;269000;2;80.0;Brussels
APARTMENT;165000;2;96.0;Brussels
APARTMENT;239000;3;102.0;Brussels
APARTMENT;245000;2;110.0;Brussels
APARTMENT;255000;0;55.0;Brussels
APARTMENT;500000;4;;Brussels
HOUSE;350000;6;170.0;Brussels
APARTMENT;145000;1;;Brussels
APARTMENT;165000;1;75.0;Brussels
APARTMENT;225000;2;76.0;Brussels
APARTMENT;235000;2;90.0;Brussels
APARTMENT;675000;1;103.0;Brussels
APARTMENT;173000;1;60.0;Brussels
HOUSE;979000;0;250.0;Brussels
HOUSE;2290000;6;360.0;Brussels
APARTMENT;160000;3;100.0;Brussels
APARTMENT;145000;1;65.0;Brussels
APARTMENT;160000;1;65.0;Brussels
APARTMENT;174900;0;40.0;Brussels
APARTMENT;199000;1;45.0;Brussels
APARTMENT;210000;3;144.0;Brussels
HOUSE;525000;5;250.0;Brussels
HOUSE;550000;0;138.0;Brussels
HOUSE;799000;10;415.0;Brussels
APARTMENT;195000;2;75.0;Brussels
HOUSE;239000;2;88.0;Brussels
HOUSE;330000;4;180.0;Brussels
APARTMENT;299000;0;;Brussels
HOUSE;515000;5;240.0;Brussels
APARTMENT;120000;1;;Brussels
APARTMENT;159000;2;82.0;Brussels
APARTMENT;179000;1;62.0;Brussels
APARTMENT;183000;2;93.0;Brussels
APARTMENT;229000;2;87.0;Brussels
APARTMENT;259000;2;72.0;Brussels
APARTMENT;299000;2;126.0;Brussels
APARTMENT;329000;2;105.0;Brussels
APARTMENT;349000;3;102.0;Brussels
APARTMENT;190000;2;84.0;Brussels
APARTMENT;220000;2;100.0;Brussels
APARTMENT;289000;3;90.0;Brussels
APARTMENT;420000;3;115.0;Brussels
APARTMENT;605000;2;107.0;Brussels
APARTMENT;1200000;3;236.0;Brussels
HOUSE;490000;3;155.0;Brussels
APARTMENT;179000;2;76.0;Brussels
HOUSE;775000;2;240.0;Brussels
APARTMENT;150000;0;50.0;Brussels
APARTMENT;159000;2;65.0;Brussels
HOUSE;599000;0;250.0;Brussels
HOUSE;599000;4;250.0;Brussels
HOUSE;1095000;3;300.0;Brussels
HOUSE;650000;0;;Brussels
HOUSE;650000;0;;Brussels
HOUSE;915000;60;;Brussels
HOUSE;2200000;0;;Brussels
HOUSE;22500000;0;;Brussels
APARTMENT;170000;0;50.0;Brussels
APARTMENT;170000;0;50.0;Brussels
APARTMENT;280000;1;;Brussels
APARTMENT;259000;3;105.0;Brussels
APARTMENT;239000;2;75.0;Brussels
HOUSE;350000;3;134.0;Brussels
HOUSE;460000;6;;Brussels
HOUSE;579000;6;270.0;Brussels
APARTMENT;210000;3;144.0;Brussels
APARTMENT;210000;3;144.0;Brussels
APARTMENT;245000;3;105.0;Brussels
APARTMENT;274000;2;82.0;Brussels
APARTMENT;159000;2;65.0;Brussels
APARTMENT;269000;2;90.0;Brussels
APARTMENT;275000;2;72.0;Brussels
APARTMENT;849000;2;132.0;Brussels
HOUSE;529000;5;200.0;Brussels
HOUSE;729000;2;200.0;Brussels
HOUSE;950000;4;220.0;Brussels
APARTMENT;225000;2;75.0;Brussels
HOUSE;299000;3;135.0;Brussels
HOUSE;2250000;7;420.0;Brussels
APARTMENT;165000;2;65.0;Brussels
APARTMENT;165000;0;35.0;Brussels
APARTMENT;199000;4;110.0;Brussels
APARTMENT;420000;2;120.0;Brussels
HOUSE;499000;6;290.0;Brussels
HOUSE;225000;0;;Brussels
HOUSE;565000;0;250.0;Brussels
HOUSE;590000;3;;Brussels
HOUSE;595000;5;225.0;Brussels
HOUSE;700000;7;350.0;Brussels
HOUSE;1425000;0;450.0;Brussels
HOUSE;1580000;8;600.0;Brussels
APARTMENT;179000;2;82.0;Brussels
APARTMENT;189000;1;65.0;Brussels
APARTMENT;125000;0;35.0;Brussels
APARTMENT;555000;1;116.0;Brussels
HOUSE;999000;8;350.0;Brussels
APARTMENT;199000;1;55.0;Brussels
APARTMENT;269000;2;90.0;Brussels
HOUSE;369000;4;163.0;Brussels
HOUSE;489000;0;234.0;Brussels
HOUSE;340000;3;200.0;Brussels
APARTMENT;180000;1;75.0;Brussels
APARTMENT;289000;3;90.0;Brussels
APARTMENT;9999999;9;;Brussels
APARTMENT;329000;3;105.0;Brussels
APARTMENT;178000;1;55.0;Brussels
APARTMENT;159000;1;71.0;Brussels
HOUSE;399000;5;197.0;Brussels
APARTMENT;349500;4;250.0;Brussels
APARTMENT;349500;4;250.0;Brussels
HOUSE;80000;0;;Brussels
APARTMENT;160000;0;65.0;Brussels
HOUSE;469000;3;231.0;Brussels
HOUSE;490000;0;;Brussels
APARTMENT;239000;2;85.0;Brussels
APARTMENT;299500;3;107.0;Brussels
APARTMENT;299500;3;107.0;Brussels
HOUSE;400000;3;179.0;Brussels
APARTMENT;190000;0;103.0;Brussels
APARTMENT;285000;3;102.0;Brussels
HOUSE;549000;5;213.0;Brussels
HOUSE;575000;5;218.0;Brussels
HOUSE;249000;4;131.0;Brussels
APARTMENT;149000;1;55.0;Brussels
APARTMENT;149500;1;50.0;Brussels
HOUSE;399000;4;257.0;Brussels
APARTMENT;279000;2;95.0;Brussels
APARTMENT;349000;3;102.0;Brussels
APARTMENT;429000;4;150.0;Brussels
HOUSE;539000;5;224.0;Brussels
APARTMENT;199000;2;90.0;Brussels
APARTMENT;269000;2;89.0;Brussels
APARTMENT;119000;0;41.0;Brussels
APARTMENT;119000;0;39.0;Brussels
APARTMENT;289000;3;90.0;Brussels
HOUSE;549000;6;255.0;Brussels
HOUSE;1100000;88;;Brussels
HOUSE;1200000;0;;Brussels
HOUSE;1200000;0;;Brussels
HOUSE;4550000;0;;Brussels
HOUSE;5000000;4;;Brussels
HOUSE;499000;8;;Brussels
HOUSE;659000;5;275.0;Antwerp
APARTMENT;349000;2;147.0;Antwerp
APARTMENT;349000;2;147.0;Antwerp
HOUSE;319000;2;117.0;Antwerp
HOUSE;575000;2;198.0;Antwerp
APARTMENT;249900;3;95.0;Antwerp
APARTMENT;515000;3;177.0;Antwerp
APARTMENT;289000;2;89.0;Antwerp
APARTMENT;289000;2;89.0;Antwerp
APARTMENT;745000;2;180.0;Antwerp
APARTMENT;219000;2;83.0;Antwerp
HOUSE;439000;3;167.0;Antwerp
APARTMENT;480000;6;158.0;Antwerp
APARTMENT;209000;1;59.0;Antwerp
HOUSE;469000;4;264.0;Antwerp
HOUSE;299900;5;230.0;Antwerp
APARTMENT;239500;3;96.0;Antwerp
APARTMENT;215000;2;111.0;Antwerp
APARTMENT;179000;2;90.0;Antwerp
APARTMENT;219000;2;108.0;Antwerp
APARTMENT;235000;2;90.0;Antwerp
HOUSE;625000;6;300.0;Antwerp
APARTMENT;274000;2;87.0;Antwerp
HOUSE;349000;3;117.0;Antwerp
HOUSE;289000;4;135.0;Antwerp
HOUSE;378000;3;180.0;Antwerp
HOUSE;1145000;6;478.0;Antwerp
APARTMENT;575000;3;200.0;Antwerp
HOUSE;439000;3;167.0;Antwerp
APARTMENT;254000;3;94.0;Antwerp
APARTMENT;289000;2;92.0;Antwerp
HOUSE;245000;3;132.0;Antwerp
APARTMENT;239000;3;99.0;Antwerp
APARTMENT;496900;3;188.0;Antwerp
APARTMENT;248900;3;90.0;Antwerp
APARTMENT;175000;3;107.0;Antwerp
APARTMENT;175000;3;107.0;Antwerp
HOUSE;299900;5;230.0;Antwerp
APARTMENT;247000;2;88.0;Antwerp
APARTMENT;289000;2;91.0;Antwerp
APARTMENT;245000;3;109.0;Antwerp
APARTMENT;269000;3;117.0;Antwerp
APARTMENT;995000;2;315.0;Antwerp
HOUSE;175000;3;107.0;Antwerp
HOUSE;449900;7;340.0;Antwerp
APARTMENT;189000;2;77.0;Antwerp
APARTMENT;209000;1;55.0;Antwerp
APARTMENT;439000;2;131.0;Antwerp
APARTMENT;789000;2;130.0;Antwerp
APARTMENT;199900;2;75.0;Antwerp
APARTMENT;210000;2;75.0;Antwerp
APARTMENT;219000;2;66.0;Antwerp
APARTMENT;215000;2;111.0;Antwerp
HOUSE;349000;3;156.0;Antwerp
APARTMENT;321000;1;70.0;Antwerp
APARTMENT;321000;1;70.0;Antwerp
HOUSE;649000;4;237.0;Antwerp
APARTMENT;241500;1;55.0;Antwerp
APARTMENT;249000;2;98.0;Antwerp
APARTMENT;259000;2;91.0;Antwerp
HOUSE;499000;4;220.0;Antwerp
HOUSE;350000;6;337.0;Antwerp
HOUSE;523000;5;241.0;Antwerp
APARTMENT;185000;2;85.0;Antwerp
APARTMENT;285000;2;84.0;Antwerp
APARTMENT;299500;3;160.0;Antwerp
APARTMENT;555000;3;134.0;Antwerp
HOUSE;287000;3;105.0;Antwerp
APARTMENT;224500;2;80.0;Antwerp
APARTMENT;289000;3;112.0;Antwerp
HOUSE;649000;4;416.0;Antwerp
HOUSE;179000;1;42.0;Antwerp
APARTMENT;367500;2;92.0;Antwerp
APARTMENT;309000;2;64.0;Antwerp
HOUSE;389900;6;285.0;Antwerp
HOUSE;389900;6;285.0;Antwerp
APARTMENT;269000;2;70.0;Antwerp
HOUSE;469000;3;155.0;Antwerp
HOUSE;498000;3;150.0;Antwerp
HOUSE;1895000;7;530.0;Antwerp
HOUSE;1145000;4;290.0;Antwerp
HOUSE;599900;4;300.0;Antwerp
APARTMENT;215000;2;97.0;Antwerp
APARTMENT;225000;2;95.0;Antwerp
APARTMENT;225000;2;95.0;Antwerp
APARTMENT;229000;1;76.0;Antwerp
APARTMENT;499000;2;149.0;Antwerp
HOUSE;369000;2;215.0;Antwerp
HOUSE;398000;2;133.0;Antwerp
HOUSE;569900;4;500.0;Antwerp
APARTMENT;279000;2;76.0;Antwerp
HOUSE;289900;4;120.0;Antwerp
HOUSE;389900;6;285.0;Antwerp
HOUSE;389900;6;285.0;Antwerp
